workerid,degree,superordinate,adj,adj_positiveness,NP,specific,subFreq,superFreq
a06d14d2d44d9f03e90fe5ae1b0ab118,speed,people,slow,negative,people,0,677597,480323270
a06d14d2d44d9f03e90fe5ae1b0ab118,height,animal,tall,positive,monkey,1,9992262,62579572
a06d14d2d44d9f03e90fe5ae1b0ab118,width,hole,narrow,negative,hole,0,21463,26202887
a06d14d2d44d9f03e90fe5ae1b0ab118,length_duration,reading,short,negative,reading,0,138440672,95293931
a06d14d2d44d9f03e90fe5ae1b0ab118,size,plant,big,positive,flower,1,33373457,53249198
c21ed66956eb4bf5099ddcb21218c202,length_duration,dog,short,negative,bassett,1,1143338,77282721
c21ed66956eb4bf5099ddcb21218c202,hardness,sweet,soft,negative,chocolate,1,23380830,32335039
c21ed66956eb4bf5099ddcb21218c202,length_duration,reading,long,positive,reading,0,8910539,95293931
c21ed66956eb4bf5099ddcb21218c202,darkness,bird,light,positive,parrot,1,2682859,29443460
c21ed66956eb4bf5099ddcb21218c202,price,alcoholic drink,expensive,positive,beer,1,20488618,158194
c21ed66956eb4bf5099ddcb21218c202,speed,people,slow,negative,jogger,1,677597,480323270
c21ed66956eb4bf5099ddcb21218c202,height,people,short,negative,people,0,2544228,480323270
c21ed66956eb4bf5099ddcb21218c202,strength,storm,strong,positive,hurricane,1,16759342,22249642
c21ed66956eb4bf5099ddcb21218c202,temperature,food,warm,positive,salad,1,8924350,180152837
c21ed66956eb4bf5099ddcb21218c202,width,hole,narrow,negative,hole,0,7669404,26202887
c21ed66956eb4bf5099ddcb21218c202,temperature,season,warm,positive,winter day,1,101658,76447399
c21ed66956eb4bf5099ddcb21218c202,height,animal,short,negative,bird,1,29443460,62579572
c21ed66956eb4bf5099ddcb21218c202,speed,animal,quick,positive,animal,0,1117664,62579572
c21ed66956eb4bf5099ddcb21218c202,weight,people,light,negative,people,0,22023401,480323270
c21ed66956eb4bf5099ddcb21218c202,hardness,floor,hard,positive,floor,0,51133768,53763234
c21ed66956eb4bf5099ddcb21218c202,loudness,room,quiet,negative,room,0,139596,176313286
c21ed66956eb4bf5099ddcb21218c202,size,animal,small,negative,elephant,1,6116985,62579572
c21ed66956eb4bf5099ddcb21218c202,price,statue,expensive,positive,statue,0,35423760,4753368
c21ed66956eb4bf5099ddcb21218c202,size,plant,small,negative,tree,1,59627239,53249198
c21ed66956eb4bf5099ddcb21218c202,strength,people,strong,positive,adult,1,97585771,480323270
c21ed66956eb4bf5099ddcb21218c202,width,road,wide,positive,road,0,23630418,131806092
c21ed66956eb4bf5099ddcb21218c202,loudness,animal,quiet,negative,donkey,1,2821287,62579572
c21ed66956eb4bf5099ddcb21218c202,weight,animal,light,negative,animal,0,52768568,62579572
33b9680d6d234eb4a0563b1f519fafdc,speed,animal,slow,negative,cheetah,1,1117664,62579572
33b9680d6d234eb4a0563b1f519fafdc,hardness,floor,soft,negative,carpet,1,12309442,53763234
33b9680d6d234eb4a0563b1f519fafdc,loudness,animal,quiet,negative,dog,1,77282721,62579572
33b9680d6d234eb4a0563b1f519fafdc,speed,people,quick,positive,walker,1,14809346,480323270
33b9680d6d234eb4a0563b1f519fafdc,length_duration,dog,long,positive,dog,0,722619,77282721
33b9680d6d234eb4a0563b1f519fafdc,hardness,sweet,soft,negative,marshmallow,1,435955,32335039
33b9680d6d234eb4a0563b1f519fafdc,height,animal,tall,positive,giraffe,1,978966,62579572
33b9680d6d234eb4a0563b1f519fafdc,size,animal,small,negative,elephant,1,6116985,62579572
33b9680d6d234eb4a0563b1f519fafdc,strength,people,strong,positive,child,1,119753056,480323270
33b9680d6d234eb4a0563b1f519fafdc,price,alcoholic drink,expensive,positive,liquor,1,4727755,158194
33b9680d6d234eb4a0563b1f519fafdc,height,people,tall,positive,jockey,1,2544228,480323270
33b9680d6d234eb4a0563b1f519fafdc,length_duration,reading,long,positive,poem,1,8910539,95293931
33b9680d6d234eb4a0563b1f519fafdc,weight,animal,light,negative,dog,1,77282721,62579572
33b9680d6d234eb4a0563b1f519fafdc,size,plant,big,positive,bush,1,71300864,53249198
33b9680d6d234eb4a0563b1f519fafdc,weight,people,light,negative,baby,1,117716269,480323270
33b9680d6d234eb4a0563b1f519fafdc,darkness,bird,light,positive,parrot,1,2682859,29443460
33b9680d6d234eb4a0563b1f519fafdc,width,hole,narrow,negative,fox hole,1,21463,26202887
33b9680d6d234eb4a0563b1f519fafdc,temperature,food,cold,negative,salad,1,8924350,180152837
33b9680d6d234eb4a0563b1f519fafdc,temperature,season,warm,positive,fall day,1,47405,76447399
33b9680d6d234eb4a0563b1f519fafdc,strength,storm,weak,negative,hurricane,1,16759342,22249642
33b9680d6d234eb4a0563b1f519fafdc,price,statue,expensive,positive,bronze,1,9903500,4753368
33b9680d6d234eb4a0563b1f519fafdc,loudness,room,quiet,negative,auditorium,1,4248177,176313286
33b9680d6d234eb4a0563b1f519fafdc,width,road,wide,positive,highway,1,23630418,131806092
8c6589e45f2e1280823a3f3bde594f18,weight,people,light,negative,kid,1,22023401,480323270
8c6589e45f2e1280823a3f3bde594f18,width,hole,wide,positive,fox hole,1,21463,26202887
8c6589e45f2e1280823a3f3bde594f18,loudness,room,loud,positive,room,0,4248177,176313286
8c6589e45f2e1280823a3f3bde594f18,speed,animal,slow,negative,animal,0,6116985,62579572
8c6589e45f2e1280823a3f3bde594f18,weight,animal,heavy,positive,dog,1,77282721,62579572
8c6589e45f2e1280823a3f3bde594f18,height,animal,short,negative,giraffe,1,978966,62579572
8c6589e45f2e1280823a3f3bde594f18,speed,people,slow,negative,runner,1,7381418,480323270
8c6589e45f2e1280823a3f3bde594f18,temperature,season,cold,negative,fall day,1,47405,76447399
8c6589e45f2e1280823a3f3bde594f18,hardness,floor,soft,negative,carpet,1,12309442,53763234
8c6589e45f2e1280823a3f3bde594f18,hardness,sweet,hard,positive,marshmallow,1,435955,32335039
8c6589e45f2e1280823a3f3bde594f18,size,animal,small,negative,mouse,1,33668364,62579572
8c6589e45f2e1280823a3f3bde594f18,darkness,bird,light,positive,bird,0,735268,29443460
8c6589e45f2e1280823a3f3bde594f18,price,statue,expensive,positive,statue,0,35423760,4753368
8c6589e45f2e1280823a3f3bde594f18,loudness,animal,quiet,negative,dog,1,77282721,62579572
8c6589e45f2e1280823a3f3bde594f18,width,road,narrow,negative,road,0,70464,131806092
8c6589e45f2e1280823a3f3bde594f18,temperature,food,warm,positive,salad,1,8924350,180152837
8c6589e45f2e1280823a3f3bde594f18,length_duration,dog,short,negative,dog,0,722619,77282721
8c6589e45f2e1280823a3f3bde594f18,length_duration,reading,short,negative,poem,1,8910539,95293931
8c6589e45f2e1280823a3f3bde594f18,size,plant,big,positive,bush,1,71300864,53249198
8c6589e45f2e1280823a3f3bde594f18,height,people,short,negative,basketball player,1,314610,480323270
8c6589e45f2e1280823a3f3bde594f18,price,alcoholic drink,expensive,positive,liquor,1,4727755,158194
8c6589e45f2e1280823a3f3bde594f18,strength,people,strong,positive,child,1,119753056,480323270
8c6589e45f2e1280823a3f3bde594f18,strength,storm,strong,positive,storm,0,16759342,22249642
b2f85997c64ac460d0aba3932d73255f,height,people,short,negative,people,0,314610,480323270
b2f85997c64ac460d0aba3932d73255f,temperature,season,warm,positive,season,0,334257,76447399
b2f85997c64ac460d0aba3932d73255f,darkness,bird,dark,negative,bird,0,4603692,29443460
b2f85997c64ac460d0aba3932d73255f,speed,people,slow,negative,jogger,1,677597,480323270
b2f85997c64ac460d0aba3932d73255f,price,statue,expensive,positive,statue,0,35423760,4753368
b2f85997c64ac460d0aba3932d73255f,strength,people,strong,positive,child,1,119753056,480323270
b2f85997c64ac460d0aba3932d73255f,weight,people,heavy,positive,adult,1,97585771,480323270
b2f85997c64ac460d0aba3932d73255f,length_duration,reading,short,negative,poem,1,8910539,95293931
b2f85997c64ac460d0aba3932d73255f,size,animal,small,negative,elephant,1,6116985,62579572
b2f85997c64ac460d0aba3932d73255f,length_duration,dog,long,positive,dog,0,1399606,77282721
b2f85997c64ac460d0aba3932d73255f,hardness,sweet,soft,negative,chocolate,1,23380830,32335039
b2f85997c64ac460d0aba3932d73255f,strength,storm,weak,negative,storm,0,1002030,22249642
b2f85997c64ac460d0aba3932d73255f,size,plant,big,positive,bush,1,71300864,53249198
b2f85997c64ac460d0aba3932d73255f,loudness,animal,loud,positive,dog,1,77282721,62579572
b2f85997c64ac460d0aba3932d73255f,width,road,wide,positive,road,0,19163,131806092
b2f85997c64ac460d0aba3932d73255f,price,alcoholic drink,cheap,negative,liquor,1,4727755,158194
b2f85997c64ac460d0aba3932d73255f,temperature,food,warm,positive,salad,1,8924350,180152837
b2f85997c64ac460d0aba3932d73255f,width,hole,wide,positive,fox hole,1,21463,26202887
b2f85997c64ac460d0aba3932d73255f,hardness,floor,hard,positive,floor,0,8516834,53763234
b2f85997c64ac460d0aba3932d73255f,height,animal,short,negative,bird,1,29443460,62579572
b2f85997c64ac460d0aba3932d73255f,weight,animal,light,negative,elephant,1,6116985,62579572
b2f85997c64ac460d0aba3932d73255f,speed,animal,slow,negative,animal,0,6116985,62579572
b2f85997c64ac460d0aba3932d73255f,loudness,room,quiet,negative,study hall,1,139596,176313286
58c2c7af04ada266329e8b02b8257f6a,width,road,wide,positive,road,0,23630418,131806092
58c2c7af04ada266329e8b02b8257f6a,loudness,animal,loud,positive,cat,1,46849873,62579572
58c2c7af04ada266329e8b02b8257f6a,weight,people,heavy,positive,kid,1,22023401,480323270
58c2c7af04ada266329e8b02b8257f6a,length_duration,dog,long,positive,chihuahua,1,1399606,77282721
58c2c7af04ada266329e8b02b8257f6a,strength,people,strong,positive,child,1,119753056,480323270
58c2c7af04ada266329e8b02b8257f6a,length_duration,reading,short,negative,story,1,138440672,95293931
58c2c7af04ada266329e8b02b8257f6a,loudness,room,loud,positive,room,0,20279319,176313286
58c2c7af04ada266329e8b02b8257f6a,speed,people,quick,positive,walker,1,14809346,480323270
58c2c7af04ada266329e8b02b8257f6a,size,plant,small,negative,flower,1,33373457,53249198
58c2c7af04ada266329e8b02b8257f6a,temperature,food,warm,positive,soup,1,10543534,180152837
58c2c7af04ada266329e8b02b8257f6a,height,animal,tall,positive,monkey,1,9992262,62579572
58c2c7af04ada266329e8b02b8257f6a,speed,animal,slow,negative,animal,0,6116985,62579572
58c2c7af04ada266329e8b02b8257f6a,strength,storm,weak,negative,hurricane,1,16759342,22249642
58c2c7af04ada266329e8b02b8257f6a,price,statue,expensive,positive,statue,0,15501355,4753368
58c2c7af04ada266329e8b02b8257f6a,price,alcoholic drink,cheap,negative,liquor,1,4727755,158194
58c2c7af04ada266329e8b02b8257f6a,size,animal,small,negative,elephant,1,6116985,62579572
58c2c7af04ada266329e8b02b8257f6a,height,people,tall,positive,people,0,1508058,480323270
58c2c7af04ada266329e8b02b8257f6a,width,hole,narrow,negative,hole,0,21463,26202887
58c2c7af04ada266329e8b02b8257f6a,hardness,sweet,soft,negative,jolly rancher,1,29526,32335039
58c2c7af04ada266329e8b02b8257f6a,hardness,floor,soft,negative,wood,1,51133768,53763234
58c2c7af04ada266329e8b02b8257f6a,darkness,bird,light,positive,seagull,1,735268,29443460
58c2c7af04ada266329e8b02b8257f6a,temperature,season,cold,negative,season,0,101658,76447399
58c2c7af04ada266329e8b02b8257f6a,weight,animal,light,negative,fish,1,52768568,62579572
c528990cd02b9d4c5de969d2e808187c,length_duration,reading,long,positive,story,1,138440672,95293931
c528990cd02b9d4c5de969d2e808187c,width,road,narrow,negative,road,0,70464,131806092
c528990cd02b9d4c5de969d2e808187c,length_duration,dog,long,positive,chihuahua,1,1399606,77282721
c528990cd02b9d4c5de969d2e808187c,height,animal,tall,positive,giraffe,1,978966,62579572
c528990cd02b9d4c5de969d2e808187c,strength,people,weak,negative,people,0,3025962,480323270
c528990cd02b9d4c5de969d2e808187c,price,statue,cheap,negative,statue,0,15501355,4753368
c528990cd02b9d4c5de969d2e808187c,hardness,floor,soft,negative,tile,1,8516834,53763234
c528990cd02b9d4c5de969d2e808187c,temperature,season,warm,positive,winter day,1,101658,76447399
c528990cd02b9d4c5de969d2e808187c,weight,animal,light,negative,animal,0,77282721,62579572
c528990cd02b9d4c5de969d2e808187c,speed,people,slow,negative,runner,1,7381418,480323270
c528990cd02b9d4c5de969d2e808187c,darkness,bird,dark,negative,bird,0,2682859,29443460
c528990cd02b9d4c5de969d2e808187c,price,alcoholic drink,expensive,positive,beer,1,20488618,158194
c528990cd02b9d4c5de969d2e808187c,size,animal,big,positive,monkey,1,9992262,62579572
c528990cd02b9d4c5de969d2e808187c,strength,storm,strong,positive,rain,1,26429782,22249642
c528990cd02b9d4c5de969d2e808187c,loudness,animal,quiet,negative,cat,1,46849873,62579572
c528990cd02b9d4c5de969d2e808187c,width,hole,wide,positive,cave,1,7669404,26202887
c528990cd02b9d4c5de969d2e808187c,loudness,room,quiet,negative,room,0,4248177,176313286
c528990cd02b9d4c5de969d2e808187c,speed,animal,quick,positive,animal,0,1117664,62579572
c528990cd02b9d4c5de969d2e808187c,height,people,short,negative,golfer,1,1508058,480323270
c528990cd02b9d4c5de969d2e808187c,hardness,sweet,soft,negative,sweet,0,435955,32335039
c528990cd02b9d4c5de969d2e808187c,weight,people,heavy,positive,kid,1,22023401,480323270
c528990cd02b9d4c5de969d2e808187c,temperature,food,warm,positive,food,0,10543534,180152837
c528990cd02b9d4c5de969d2e808187c,size,plant,big,positive,bush,1,71300864,53249198
5468d6418c1fcfcac187f21881243f98,strength,people,strong,positive,people,0,3025962,480323270
5468d6418c1fcfcac187f21881243f98,size,plant,small,negative,tree,1,59627239,53249198
5468d6418c1fcfcac187f21881243f98,length_duration,reading,long,positive,poem,1,8910539,95293931
5468d6418c1fcfcac187f21881243f98,width,hole,narrow,negative,cave,1,7669404,26202887
5468d6418c1fcfcac187f21881243f98,darkness,bird,dark,negative,bird,0,2682859,29443460
5468d6418c1fcfcac187f21881243f98,temperature,season,warm,positive,season,0,334257,76447399
5468d6418c1fcfcac187f21881243f98,loudness,room,quiet,negative,room,0,20279319,176313286
5468d6418c1fcfcac187f21881243f98,loudness,animal,loud,positive,dog,1,77282721,62579572
5468d6418c1fcfcac187f21881243f98,temperature,food,warm,positive,food,0,6277647,180152837
5468d6418c1fcfcac187f21881243f98,temperature,food,warm,positive,food,0,6277647,180152837
5468d6418c1fcfcac187f21881243f98,speed,people,slow,negative,people,0,14809346,480323270
5468d6418c1fcfcac187f21881243f98,strength,storm,weak,negative,hurricane,1,16759342,22249642
5468d6418c1fcfcac187f21881243f98,weight,animal,heavy,positive,animal,0,6116985,62579572
5468d6418c1fcfcac187f21881243f98,width,road,narrow,negative,road,0,19163,131806092
5468d6418c1fcfcac187f21881243f98,weight,people,light,negative,baby,1,117716269,480323270
5468d6418c1fcfcac187f21881243f98,hardness,sweet,hard,positive,marshmallow,1,435955,32335039
5468d6418c1fcfcac187f21881243f98,height,people,short,negative,people,0,314610,480323270
5468d6418c1fcfcac187f21881243f98,speed,animal,quick,positive,animal,0,1117664,62579572
5468d6418c1fcfcac187f21881243f98,length_duration,dog,long,positive,dog,0,1143338,77282721
5468d6418c1fcfcac187f21881243f98,hardness,floor,hard,positive,carpet,1,12309442,53763234
5468d6418c1fcfcac187f21881243f98,height,animal,short,negative,bird,1,29443460,62579572
5468d6418c1fcfcac187f21881243f98,size,animal,small,negative,mouse,1,33668364,62579572
5468d6418c1fcfcac187f21881243f98,price,alcoholic drink,cheap,negative,wine,1,58493416,158194
10de00addaa50fdb63468d1fb702bfbf,price,alcoholic drink,expensive,positive,liquor,1,4727755,158194
10de00addaa50fdb63468d1fb702bfbf,height,people,short,negative,people,0,2544228,480323270
10de00addaa50fdb63468d1fb702bfbf,price,statue,cheap,negative,statue,0,9903500,4753368
10de00addaa50fdb63468d1fb702bfbf,height,animal,short,negative,bird,1,29443460,62579572
10de00addaa50fdb63468d1fb702bfbf,strength,storm,strong,positive,thunderstorm,1,1002030,22249642
10de00addaa50fdb63468d1fb702bfbf,width,hole,wide,positive,cavern,1,1364330,26202887
10de00addaa50fdb63468d1fb702bfbf,length_duration,reading,long,positive,poem,1,8910539,95293931
10de00addaa50fdb63468d1fb702bfbf,width,road,narrow,negative,road,0,19163,131806092
10de00addaa50fdb63468d1fb702bfbf,darkness,bird,dark,negative,seagull,1,735268,29443460
10de00addaa50fdb63468d1fb702bfbf,temperature,season,warm,positive,season,0,334257,76447399
10de00addaa50fdb63468d1fb702bfbf,size,animal,big,positive,mouse,1,33668364,62579572
10de00addaa50fdb63468d1fb702bfbf,length_duration,dog,long,positive,dog,0,1399606,77282721
10de00addaa50fdb63468d1fb702bfbf,speed,animal,quick,positive,elephant,1,6116985,62579572
10de00addaa50fdb63468d1fb702bfbf,temperature,food,cold,negative,soup,1,10543534,180152837
10de00addaa50fdb63468d1fb702bfbf,size,plant,small,negative,tree,1,59627239,53249198
10de00addaa50fdb63468d1fb702bfbf,strength,people,weak,negative,child,1,119753056,480323270
10de00addaa50fdb63468d1fb702bfbf,speed,people,quick,positive,people,0,14809346,480323270
10de00addaa50fdb63468d1fb702bfbf,hardness,floor,soft,negative,floor,0,51133768,53763234
10de00addaa50fdb63468d1fb702bfbf,loudness,room,quiet,negative,classroom,1,20279319,176313286
10de00addaa50fdb63468d1fb702bfbf,loudness,animal,loud,positive,dog,1,77282721,62579572
10de00addaa50fdb63468d1fb702bfbf,weight,people,light,negative,people,0,97585771,480323270
10de00addaa50fdb63468d1fb702bfbf,weight,animal,heavy,positive,animal,0,6116985,62579572
10de00addaa50fdb63468d1fb702bfbf,hardness,sweet,soft,negative,marshmallow,1,435955,32335039
527479df7ef0926d66b5b846400d51e6,size,animal,big,positive,mouse,1,33668364,62579572
527479df7ef0926d66b5b846400d51e6,width,road,narrow,negative,road,0,19163,131806092
527479df7ef0926d66b5b846400d51e6,size,plant,small,negative,flower,1,33373457,53249198
527479df7ef0926d66b5b846400d51e6,price,alcoholic drink,expensive,positive,liquor,1,4727755,158194
527479df7ef0926d66b5b846400d51e6,height,animal,short,negative,giraffe,1,978966,62579572
527479df7ef0926d66b5b846400d51e6,hardness,sweet,soft,negative,chocolate,1,23380830,32335039
527479df7ef0926d66b5b846400d51e6,temperature,food,warm,positive,food,0,10543534,180152837
527479df7ef0926d66b5b846400d51e6,loudness,animal,quiet,negative,donkey,1,2821287,62579572
527479df7ef0926d66b5b846400d51e6,length_duration,reading,short,negative,poem,1,8910539,95293931
527479df7ef0926d66b5b846400d51e6,height,people,short,negative,basketball player,1,314610,480323270
527479df7ef0926d66b5b846400d51e6,width,hole,narrow,negative,fox hole,1,21463,26202887
527479df7ef0926d66b5b846400d51e6,hardness,floor,soft,negative,wood,1,51133768,53763234
527479df7ef0926d66b5b846400d51e6,darkness,bird,dark,negative,seagull,1,735268,29443460
527479df7ef0926d66b5b846400d51e6,price,statue,expensive,positive,statue,0,9903500,4753368
527479df7ef0926d66b5b846400d51e6,loudness,room,quiet,negative,room,0,139596,176313286
527479df7ef0926d66b5b846400d51e6,temperature,season,warm,positive,winter day,1,101658,76447399
527479df7ef0926d66b5b846400d51e6,speed,animal,quick,positive,elephant,1,6116985,62579572
527479df7ef0926d66b5b846400d51e6,weight,animal,heavy,positive,fish,1,52768568,62579572
527479df7ef0926d66b5b846400d51e6,weight,people,light,negative,people,0,22023401,480323270
527479df7ef0926d66b5b846400d51e6,strength,storm,strong,positive,hurricane,1,16759342,22249642
527479df7ef0926d66b5b846400d51e6,strength,people,strong,positive,teenager,1,3025962,480323270
527479df7ef0926d66b5b846400d51e6,speed,people,quick,positive,runner,1,7381418,480323270
527479df7ef0926d66b5b846400d51e6,length_duration,dog,long,positive,chihuahua,1,1399606,77282721
074dfdcc487cf659ec07543946e46e62,speed,animal,slow,negative,animal,0,6116985,62579572
074dfdcc487cf659ec07543946e46e62,price,alcoholic drink,expensive,positive,beer,1,20488618,158194
074dfdcc487cf659ec07543946e46e62,hardness,floor,soft,negative,floor,0,51133768,53763234
074dfdcc487cf659ec07543946e46e62,loudness,room,loud,positive,room,0,4248177,176313286
074dfdcc487cf659ec07543946e46e62,strength,storm,strong,positive,storm,0,1002030,22249642
074dfdcc487cf659ec07543946e46e62,temperature,season,cold,negative,season,0,101658,76447399
074dfdcc487cf659ec07543946e46e62,speed,people,quick,positive,people,0,7381418,480323270
074dfdcc487cf659ec07543946e46e62,width,road,wide,positive,road,0,19163,131806092
074dfdcc487cf659ec07543946e46e62,height,animal,short,negative,monkey,1,9992262,62579572
074dfdcc487cf659ec07543946e46e62,length_duration,dog,short,negative,dog,0,722619,77282721
074dfdcc487cf659ec07543946e46e62,temperature,food,cold,negative,food,0,10543534,180152837
074dfdcc487cf659ec07543946e46e62,size,plant,small,negative,flower,1,33373457,53249198
074dfdcc487cf659ec07543946e46e62,darkness,bird,dark,negative,crow,1,4603692,29443460
074dfdcc487cf659ec07543946e46e62,price,statue,expensive,positive,statue,0,9903500,4753368
074dfdcc487cf659ec07543946e46e62,width,hole,wide,positive,cave,1,7669404,26202887
074dfdcc487cf659ec07543946e46e62,weight,animal,heavy,positive,fish,1,52768568,62579572
074dfdcc487cf659ec07543946e46e62,size,animal,small,negative,elephant,1,6116985,62579572
074dfdcc487cf659ec07543946e46e62,strength,people,strong,positive,child,1,119753056,480323270
074dfdcc487cf659ec07543946e46e62,length_duration,reading,short,negative,novel,1,21821672,95293931
074dfdcc487cf659ec07543946e46e62,weight,people,heavy,positive,people,0,97585771,480323270
074dfdcc487cf659ec07543946e46e62,height,people,tall,positive,jockey,1,2544228,480323270
074dfdcc487cf659ec07543946e46e62,loudness,animal,quiet,negative,dog,1,77282721,62579572
074dfdcc487cf659ec07543946e46e62,hardness,sweet,soft,negative,sweet,0,435955,32335039
dad40a969bfe80397747ad18f78e6c29,speed,animal,slow,negative,animal,0,519816,62579572
dad40a969bfe80397747ad18f78e6c29,weight,animal,heavy,positive,dog,1,77282721,62579572
dad40a969bfe80397747ad18f78e6c29,size,plant,big,positive,plant,0,71300864,53249198
dad40a969bfe80397747ad18f78e6c29,size,animal,big,positive,elephant,1,6116985,62579572
dad40a969bfe80397747ad18f78e6c29,temperature,season,warm,positive,fall day,1,47405,76447399
dad40a969bfe80397747ad18f78e6c29,temperature,food,cold,negative,soup,1,10543534,180152837
dad40a969bfe80397747ad18f78e6c29,width,hole,wide,positive,hole,0,21463,26202887
dad40a969bfe80397747ad18f78e6c29,strength,storm,weak,negative,hurricane,1,16759342,22249642
dad40a969bfe80397747ad18f78e6c29,loudness,animal,loud,positive,dog,1,77282721,62579572
dad40a969bfe80397747ad18f78e6c29,height,people,short,negative,golfer,1,1508058,480323270
dad40a969bfe80397747ad18f78e6c29,height,animal,tall,positive,giraffe,1,978966,62579572
dad40a969bfe80397747ad18f78e6c29,width,road,narrow,negative,road,0,70464,131806092
dad40a969bfe80397747ad18f78e6c29,hardness,sweet,hard,positive,marshmallow,1,435955,32335039
dad40a969bfe80397747ad18f78e6c29,weight,people,light,negative,adult,1,97585771,480323270
dad40a969bfe80397747ad18f78e6c29,price,statue,cheap,negative,bronze,1,9903500,4753368
dad40a969bfe80397747ad18f78e6c29,strength,people,weak,negative,child,1,119753056,480323270
dad40a969bfe80397747ad18f78e6c29,length_duration,dog,long,positive,chihuahua,1,1399606,77282721
dad40a969bfe80397747ad18f78e6c29,darkness,bird,dark,negative,parrot,1,2682859,29443460
dad40a969bfe80397747ad18f78e6c29,hardness,floor,hard,positive,floor,0,8516834,53763234
dad40a969bfe80397747ad18f78e6c29,length_duration,reading,short,negative,reading,0,21821672,95293931
dad40a969bfe80397747ad18f78e6c29,price,alcoholic drink,cheap,negative,wine,1,58493416,158194
dad40a969bfe80397747ad18f78e6c29,speed,people,quick,positive,people,0,14809346,480323270
ea1165292c86af46ff87e74ebdd41955,strength,storm,weak,negative,thunderstorm,1,1002030,22249642
ea1165292c86af46ff87e74ebdd41955,length_duration,dog,short,negative,dog,0,1143338,77282721
ea1165292c86af46ff87e74ebdd41955,price,statue,expensive,positive,statue,0,15501355,4753368
ea1165292c86af46ff87e74ebdd41955,temperature,food,cold,negative,soup,1,10543534,180152837
ea1165292c86af46ff87e74ebdd41955,width,hole,wide,positive,hole,0,21463,26202887
ea1165292c86af46ff87e74ebdd41955,length_duration,reading,long,positive,poem,1,8910539,95293931
ea1165292c86af46ff87e74ebdd41955,speed,people,quick,positive,people,0,7381418,480323270
ea1165292c86af46ff87e74ebdd41955,temperature,season,cold,negative,season,0,101658,76447399
ea1165292c86af46ff87e74ebdd41955,price,alcoholic drink,expensive,positive,liquor,1,4727755,158194
ea1165292c86af46ff87e74ebdd41955,speed,animal,quick,positive,animal,0,6116985,62579572
ea1165292c86af46ff87e74ebdd41955,loudness,room,quiet,negative,room,0,4248177,176313286
ea1165292c86af46ff87e74ebdd41955,weight,animal,light,negative,animal,0,52768568,62579572
ea1165292c86af46ff87e74ebdd41955,loudness,animal,loud,positive,animal,0,77282721,62579572
ea1165292c86af46ff87e74ebdd41955,strength,people,weak,negative,people,0,3025962,480323270
ea1165292c86af46ff87e74ebdd41955,hardness,sweet,soft,negative,sweet,0,29526,32335039
ea1165292c86af46ff87e74ebdd41955,size,plant,small,negative,flower,1,33373457,53249198
ea1165292c86af46ff87e74ebdd41955,hardness,floor,soft,negative,floor,0,51133768,53763234
ea1165292c86af46ff87e74ebdd41955,height,people,short,negative,basketball player,1,314610,480323270
ea1165292c86af46ff87e74ebdd41955,height,animal,short,negative,animal,0,29443460,62579572
ea1165292c86af46ff87e74ebdd41955,darkness,bird,light,positive,crow,1,4603692,29443460
ea1165292c86af46ff87e74ebdd41955,size,animal,big,positive,mouse,1,33668364,62579572
ea1165292c86af46ff87e74ebdd41955,weight,people,heavy,positive,kid,1,22023401,480323270
ea1165292c86af46ff87e74ebdd41955,width,road,wide,positive,road,0,19163,131806092
c7974a52353001a3e91dd1ee5adedae3,size,plant,big,positive,flower,1,33373457,53249198
c7974a52353001a3e91dd1ee5adedae3,height,animal,short,negative,bird,1,29443460,62579572
c7974a52353001a3e91dd1ee5adedae3,loudness,animal,quiet,negative,donkey,1,2821287,62579572
c7974a52353001a3e91dd1ee5adedae3,temperature,food,cold,negative,ice cream,1,6277647,180152837
c7974a52353001a3e91dd1ee5adedae3,temperature,food,cold,negative,ice cream,1,6277647,180152837
c7974a52353001a3e91dd1ee5adedae3,price,alcoholic drink,cheap,negative,wine,1,58493416,158194
c7974a52353001a3e91dd1ee5adedae3,height,people,short,negative,golfer,1,1508058,480323270
c7974a52353001a3e91dd1ee5adedae3,loudness,room,quiet,negative,auditorium,1,4248177,176313286
c7974a52353001a3e91dd1ee5adedae3,length_duration,dog,long,positive,dog,0,1143338,77282721
c7974a52353001a3e91dd1ee5adedae3,hardness,sweet,soft,negative,sweet,0,23380830,32335039
c7974a52353001a3e91dd1ee5adedae3,size,animal,big,positive,animal,0,6116985,62579572
c7974a52353001a3e91dd1ee5adedae3,weight,animal,light,negative,dog,1,77282721,62579572
c7974a52353001a3e91dd1ee5adedae3,weight,people,heavy,positive,baby,1,117716269,480323270
c7974a52353001a3e91dd1ee5adedae3,darkness,bird,dark,negative,bird,0,735268,29443460
c7974a52353001a3e91dd1ee5adedae3,strength,storm,strong,positive,rain,1,26429782,22249642
c7974a52353001a3e91dd1ee5adedae3,strength,people,weak,negative,adult,1,97585771,480323270
c7974a52353001a3e91dd1ee5adedae3,speed,people,quick,positive,people,0,677597,480323270
c7974a52353001a3e91dd1ee5adedae3,speed,animal,slow,negative,animal,0,519816,62579572
c7974a52353001a3e91dd1ee5adedae3,width,hole,wide,positive,cave,1,7669404,26202887
c7974a52353001a3e91dd1ee5adedae3,temperature,season,warm,positive,season,0,47405,76447399
c7974a52353001a3e91dd1ee5adedae3,length_duration,reading,long,positive,story,1,138440672,95293931
