stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np,np_pl,superordinate.freq
30,loudness_n,Simon meets a friend at a church.,venue,church,low,quiet,negative,church,times,churchs,1,0,church,churches,venues
79,weight,Gary lifts up a kid.,people,kid,medium,light,negative,kid,children,kid,1,0,kid,kids,people
76,temperature_h,Gabriel is spending his Saturday at an ice rink.,places,ice rink,low,hot,positive,ice rink,days,ice ice rink,1,0,ice rink,ice rinks,places
74,temperature,Natalia steps outside on a day in winter.,seasons,winter,low,warm,positive,winter,days,seasonss,0,1,seasons,winter days,seasons
66,speed_f,Stephen is at an airport and sees a glider in the air.,aircrafts,glider,low,fast,positive,glider,planes,glider,1,0,glider,gliders,aircrafts
74,temperature,Cameron steps outside on a day in summer.,seasons,summer,high,warm,positive,summer,days,seasonss,0,1,seasons,summer days,seasons
16,height,Jennifer is looking at a strip mall.,buildings,strip mall,low,short,negative,strip mall,malls,strip malls,1,0,strip mall,strip malls,buildings
61,speed,Claire wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,quick,positive,instant pot,cooking methods,cookwareing methods,0,1,cookware,instant pot,cookware
74,temperature,Daniel steps outside on a day in fall.,seasons,fall,medium,cold,negative,fall,days,seasonss,0,1,seasons,fall days,seasons
90,width,William is attempting to move furniture through the patio door of his house.,doorways,patio door,medium,narrow,negative,patio,door passages,doorways,0,1,doorways,patio doors,doorways
76,temperature_h,Julia is spending her Saturday at a shopping mall.,places,shopping mall,medium,hot,positive,mall,days of the year,malls of year,1,0,shopping mall,shopping malls,places
19,height,Kathleen sees a basketball player.,people,basketball player,high,tall,positive,basketball player,players,basketball players,1,0,basketball player,basketball players,people
76,temperature_h,Charles is spending his Saturday at a shopping mall.,places,shopping mall,medium,hot,positive,mall,days,malls,1,0,shopping mall,shopping malls,places
74,temperature,Jennifer steps outside on a day in fall.,seasons,fall,medium,cold,negative,fall,days,seasonss,0,1,seasons,fall days,seasons
66,speed_f,Stephen is at an airport and sees a glider in the air.,aircrafts,glider,low,slow,negative,glider,planes in general,glider,1,0,glider,gliders,aircrafts
16,height,Kim is looking at a strip mall.,buildings,strip mall,low,tall,positive,strip mall,malls,strip malls,1,0,strip mall,strip malls,buildings
61,speed,Lee wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,frying pan,cooking methods,cookwareing methods,0,1,cookware,frying pans,cookware
73,temperature_h,Natalia takes the first sip from a juice.,drinks,juice,medium,cold,negative,juice,sips,juices,1,0,juice,juices,drinks
8,darkness,Mika is at a zoo and notices the fur color of a tiger.,animals,tiger,medium,dark,negative,tiger,furs,tigers,1,0,tiger,tigers,animals
5,darkness,Simon is writing with a piece of chalk and notices the color of the script.,scripts,piece of chalk,high,light,positive,chalk,colors,chalks,1,0,piece of chalk,chalks,scripts
25,length_duration,David thinks about watching his favorite sitcom.,entertainment,sitcom,low,long,positive,sitcom,shows,entertainment,0,1,entertainment,sitcoms,entertainment
43,price,Cameron is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,cheap,negative,sandals,brands,sandals,1,0,sandals,sandals,shoes
76,temperature_h,Julia is spending her Saturday at a shopping mall.,places,shopping mall,medium,cold,negative,mall,days,malls,1,0,shopping mall,shopping malls,places
61,speed,Kim wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,frying pan,methods of cooking,methods of cookwareing,0,1,cookware,frying pans,cookware
7,darkness,Stephanie takes a walk and notices the coat of a spaniel.,dogs,spaniel,medium,dark,negative,spaniel,coat colors,coat spaniels,1,0,spaniel,spaniels,dogs
76,temperature_h,Robert is spending his Saturday at an ice rink.,places,ice rink,low,hot,positive,ice rink,days,ice ice rink,1,0,ice rink,ice rinks,places
61,speed,Josh wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,slow,negative,frying pan,cooking time,cookwareing frying pan,1,1,frying pan,frying pans,cookware
16,height,Stephen is looking at a strip mall.,buildings,strip mall,low,short,negative,strip mall,malls,strip malls,1,0,strip mall,strip malls,buildings
7,darkness,Mika takes a walk and notices the coat of a spaniel.,dogs,spaniel,medium,dark,negative,spaniel,dog's coats,dogs coats,0,1,dogs,spaniels,dogs
51,size,Laura is at a gardening store and looks at a flower.,plants,flower,low,big,positive,flower,stores,flowers,1,0,flower,flowers,plants
5,darkness,Michelle is writing with a pencil and notices the color of the script.,scripts,pencil,low,dark,negative,pencil,script colors,script pencils,1,0,pencil,pencils,scripts
61,speed,Lee wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,slow,negative,frying pan,pans,frying pan,1,0,frying pan,frying pans,cookware
87,width,Jennifer is driving on a side road.,roads,side road,low,narrow,negative,side,roadways,roads,0,1,roads,side roads,roads
70,strength,Jennifer is painting and tries a new watercolor.,paints,watercolor,low,strong,positive,watercolor,colors,paints,0,1,paints,watercolors,paints
19,height,Julia sees a basketball player.,people,basketball player,high,tall,positive,basketball player,players,basketball players,1,0,basketball player,basketball players,people
74,temperature,Maya steps outside on a day in summer.,seasons,summer,high,warm,positive,summer,day,seasons,0,1,seasons,summer days,seasons
7,darkness,Angela takes a walk and notices the coat of a pitbull.,dogs,pitbull,low,dark,negative,pitbull,colors,pitbulls,1,0,pitbull,pitbulls,dogs
25,length_duration,Sophie thinks about watching her favorite sitcom.,entertainment,sitcom,low,short,negative,sitcom,shows,entertainment,0,1,entertainment,sitcoms,entertainment
1,darkness,Stephen is going for a walk and notices the color of a parrot.,birds,parrot,medium,dark,negative,parrot,colors,parrots,1,0,parrot,parrots,birds
4,darkness,Melinda steps outside during the dusk.,times of day,dusk,medium,light,positive,dusk,days at that time,days times of day of day,0,1,times of day,dusks,times of day
89,width,Jasmine is walking on a country lane.,roads,country lane,low,wide,positive,country lane,lanes,country lanes,1,0,country lane,country lanes,roads
52,size,Angela is at the zoo and sees a monkey.,animals,monkey,medium,big,positive,monkey,gorilla,monkey,1,0,monkey,monkeys,animals
5,darkness,Gary is writing with a piece of chalk and notices the color of the script.,scripts,piece of chalk,high,light,positive,chalk,colors,chalks,1,0,piece of chalk,chalks,scripts
74,temperature,Michelle steps outside on a day in summer.,seasons,summer,high,warm,positive,summer,days,seasonss,0,1,seasons,summer days,seasons
61,speed,Natalia wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,quick,positive,crockpot,cooking methods,cookwareing methods,0,1,cookware,crockpots,cookware
76,temperature_h,Claire is spending her Saturday at an ice rink.,places,ice rink,low,cold,negative,ice rink,rinks,ice rink,1,0,ice rink,ice rinks,places
61,speed,Daniel wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,quick,positive,instant pot,slow cookers,slow cookwareers,0,1,cookware,instant pot,cookware
61,speed,Alicia wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,slow,negative,instant pot,cooking methods,cookwareing methods,0,1,cookware,instant pot,cookware
46,price,Monica is clothing shopping and looks at a coat.,clothes,coat,medium,cheap,negative,coat,brands,coat,1,0,coat,coats,clothes
2,darkness,Simon bought a can of white paint and is testing it for the first time.,paint,white paint,high,light,positive,white,colors,whites,1,0,white paint,white paints,paint
5,darkness,Stephanie is writing with a pencil and notices the color of the script.,scripts,pencil,low,light,positive,pencil,colors,pencils,1,0,pencil,pencils,scripts
5,darkness,Josh is writing with a piece of chalk and notices the color of the script.,scripts,piece of chalk,high,light,positive,chalk,colors,chalks,1,0,piece of chalk,chalks,scripts
51,size,Sophie is at a gardening store and looks at a bush.,plants,bush,medium,big,positive,bush,store,bush,1,0,bush,bushes,plants
5,darkness,Michelle is writing with a pencil and notices the color of the script.,scripts,pencil,low,light,positive,pencil,color,pencil,1,0,pencil,pencils,scripts
76,temperature_h,Jennifer is spending her Saturday at a shopping mall.,places,shopping mall,medium,cold,negative,mall,saturday,saturmall,1,0,shopping mall,shopping malls,places
77,temperature_h,Alexander is at a restaurant and takes a taste of a smoothie.,food,smoothie,low,cold,negative,smoothie,drinks,dsmoothie,1,0,smoothie,smoothies,food
61,speed,Josh wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,quick,positive,crockpot,cooking methods,cookwareing methods,0,1,cookware,crockpots,cookware
77,temperature_h,John is at a restaurant and takes a taste of a chocolate fondue.,food,chocolate fondue,high,cold,negative,fondue,chocolate,chocolate fondue fondue,1,0,chocolate fondue,chocolate fondues,food
76,temperature_h,Robert is spending his Saturday at a shopping mall.,places,shopping mall,medium,hot,positive,mall,days,malls,1,0,shopping mall,shopping malls,places
61,speed,Lee wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,quick,positive,crockpot,ways of cooking,ways of cookwareing,0,1,cookware,crockpots,cookware
5,darkness,Julia is writing with a pencil and notices the color of the script.,scripts,pencil,low,light,positive,pencil,colors,pencils,1,0,pencil,pencils,scripts
42,price,Cameron is looking to rent a new place and checks out a villa.,rentals,villa,high,expensive,positive,villa,places to rent,places rentals,0,1,rentals,villas,rentals
77,temperature_h,Kim is at a restaurant and takes a taste of a smoothie.,food,smoothie,low,hot,positive,smoothie,days,smoothies,1,0,smoothie,smoothies,food
5,darkness,Eric is writing with a pencil and notices the color of the script.,scripts,pencil,low,dark,negative,pencil,colors,pencils,1,0,pencil,pencils,scripts
2,darkness,Stephen bought a can of black paint and is testing it for the first time.,paint,black paint,low,light,positive,black,colors,blacks,1,0,black paint,black paints,paint
76,temperature_h,Jennifer is spending her Saturday at a sauna.,places,sauna,high,cold,negative,sauna,days,saunas,1,0,sauna,saunas,places
19,height,Kathleen sees a basketball player.,people,basketball player,high,short,negative,basketball player,players,basketball players,1,0,basketball player,basketball players,people
61,speed,Jasmine wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,frying pan,cooking options,cookwareing options,0,1,cookware,frying pans,cookware
89,width,David is walking on a country lane.,roads,country lane,low,narrow,negative,country lane,lanes,country lanes,1,0,country lane,country lanes,roads
61,speed,Alexander wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,frying pan,ways of cooking,ways of cookwareing,0,1,cookware,frying pans,cookware
89,width,Eric is walking on a country lane.,roads,country lane,low,narrow,negative,country lane,lanes,country lanes,1,0,country lane,country lanes,roads
16,height,Alicia is looking at a strip mall.,buildings,strip mall,low,tall,positive,strip mall,malls,strip malls,1,0,strip mall,strip malls,buildings
68,strength,Maya is hearing about the rain shower that is heading towards them.,storms,rain shower,low,strong,positive,rain shower,rainfall,rain rain showerfall,1,0,rain shower,rain showers,storms
7,darkness,Gary takes a walk and notices the coat of a poodle.,dogs,poodle,high,light,positive,poodle,colors,poodles,1,0,poodle,poodles,dogs
7,darkness,Charles takes a walk and notices the coat of a poodle.,dogs,poodle,high,light,positive,poodle,colors of fur,poodles of poodle,1,0,poodle,poodles,dogs
5,darkness,Kathleen is writing with a pen and notices the color of the script.,scripts,pen,medium,dark,negative,pen,ink shades,pen shades,1,0,pen,pens,scripts
42,price,Stephen is looking to rent a new place and checks out a house.,rentals,house,medium,expensive,positive,house,places she could rent,places rentals,0,1,rentals,houses,rentals
8,darkness,Maya is at a zoo and notices the fur color of a jaguar.,animals,jaguar,high,dark,negative,jaguar,fur colors,jaguar jaguars,1,0,jaguar,jaguars,animals
70,strength,Kim is painting and tries a new wall paint.,paints,wall paint,medium,weak,negative,wall,paint colors,paints,0,1,paints,wall paints,paints
61,speed,Angela wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,slow,negative,frying pan,cooking utensils/pans/pots,cookwareing utensils frying pan pots,1,1,frying pan,frying pans,cookware
5,darkness,Gary is writing with a pen and notices the color of the script.,scripts,pen,medium,dark,negative,pen,inks,pens,1,0,pen,pens,scripts
70,strength,Stephen is painting and tries a new watercolor.,paints,watercolor,low,weak,negative,watercolor,colors,paints,0,1,paints,watercolors,paints
89,width,Gabriel is walking on a country lane.,roads,country lane,low,wide,positive,country lane,lanes,country lanes,1,0,country lane,country lanes,roads
74,temperature,Julia steps outside on a day in winter.,seasons,winter,low,cold,negative,winter,days,seasonss,0,1,seasons,winter days,seasons
61,speed,Laura wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,slow,negative,instant pot,cooking methods,cookwareing methods,0,1,cookware,instant pot,cookware
66,speed_f,John is at an airport and sees a helicopter in the air.,aircrafts,helicopter,medium,slow,negative,helicopter,planes,helicopter,1,0,helicopter,helicopters,aircrafts
61,speed,Monica wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,slow,negative,crockpot,ways to cook,ways cookware,0,1,cookware,crockpots,cookware
74,temperature,Laura steps outside on a day in winter.,seasons,winter,low,warm,positive,winter,days,seasonss,0,1,seasons,winter days,seasons
42,price,Veronica is looking to rent a new place and checks out a house.,rentals,house,medium,expensive,positive,house,homes,houses,1,0,house,houses,rentals
61,speed,Kim wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,slow,negative,instant pot,cooking methods,cookwareing methods,0,1,cookware,instant pot,cookware
1,darkness,Melinda is going for a walk and notices the color of a parrot.,birds,parrot,medium,light,positive,parrot,colors,parrots,1,0,parrot,parrots,birds
5,darkness,Michelle is writing with a pencil and notices the color of the script.,scripts,pencil,low,light,positive,pencil,colors,pencils,1,0,pencil,pencils,scripts
8,darkness,William is at a zoo and notices the fur color of a jaguar.,animals,jaguar,high,light,positive,jaguar,furs,jaguars,1,0,jaguar,jaguars,animals
74,temperature,Mika steps outside on a day in winter.,seasons,winter,low,cold,negative,winter,days,seasonss,0,1,seasons,winter days,seasons
89,width,Eric is walking on a country lane.,roads,country lane,low,narrow,negative,country lane,lanes,country lanes,1,0,country lane,country lanes,roads
61,speed,Lucas wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,quick,positive,instant pot,forms of cooking,forms of cookwareing,0,1,cookware,instant pot,cookware
16,height,Gabriel is looking at a strip mall.,buildings,strip mall,low,tall,positive,strip mall,malls,strip malls,1,0,strip mall,strip malls,buildings
3,darkness,Charles is at a bakery and looks at the color of a cheesecake.,cakes,cheesecake,high,dark,negative,cheesecake,colour,cheesecake,1,0,cheesecake,cheesecakes,cakes
74,temperature,Michelle steps outside on a day in fall.,seasons,fall,medium,warm,positive,fall,days,seasonss,0,1,seasons,fall days,seasons
74,temperature,Sophie steps outside on a day in fall.,seasons,fall,medium,cold,negative,fall,days,seasonss,0,1,seasons,fall days,seasons
25,length_duration,Alexander thinks about watching his favorite sitcom.,entertainment,sitcom,low,short,negative,sitcom,tv shows,tv entertainment,0,1,entertainment,sitcoms,entertainment
25,length_duration,Jennifer thinks about watching her favorite sitcom.,entertainment,sitcom,low,long,positive,sitcom,shows,entertainment,0,1,entertainment,sitcoms,entertainment
74,temperature,Lee steps outside on a day in summer.,seasons,summer,high,warm,positive,summer,days,seasonss,0,1,seasons,summer days,seasons
61,speed,Claire wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,slow,negative,crockpot,cooking methods,cookwareing methods,0,1,cookware,crockpots,cookware
44,price,Eric is shopping for spices and looks at salt.,spices,salt,low,expensive,positive,salt,brands,salt,1,0,salt,salts,spices
8,darkness,Laura is at a zoo and notices the fur color of a jaguar.,animals,jaguar,high,light,positive,jaguar,fur color,jaguar jaguar,1,0,jaguar,jaguars,animals
76,temperature_h,Gabriel is spending his Saturday at a sauna.,places,sauna,high,hot,positive,sauna,baths,sauna,1,0,sauna,saunas,places
77,temperature_h,Julia is at a restaurant and takes a taste of a smoothie.,food,smoothie,low,cold,negative,smoothie,drinks,dsmoothie,1,0,smoothie,smoothies,food
61,speed,Stephen wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,slow,negative,crockpot,cookers,cookwareers,0,1,cookware,crockpots,cookware
67,strength,Tanya watches a child lift up a box.,people,child,low,strong,positive,child,kids,childs,1,0,child,children,people
16,height,Josh is looking at a strip mall.,buildings,strip mall,low,tall,positive,strip mall,malls,strip malls,1,0,strip mall,strip malls,buildings
2,darkness,Lucas bought a can of white paint and is testing it for the first time.,paint,white paint,high,dark,negative,white,colors,whites,1,0,white paint,white paints,paint
2,darkness,William bought a can of blue paint and is testing it for the first time.,paint,blue paint,medium,light,positive,blue,colors,blues,1,0,blue paint,blue paints,paint
61,speed,Jennifer wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,slow,negative,frying pan,cooking methods,cookwareing methods,0,1,cookware,frying pans,cookware
90,width,Jennifer is attempting to move furniture through the front gate of her house.,doorways,front gate,high,narrow,negative,front gate,passageways,doorways,0,1,doorways,front gates,doorways
86,width,Michelle is in a forest and sees a bear den.,dens,bear den,high,narrow,negative,bear,cubholes,cubdens,0,1,dens,bear dens,dens
74,temperature,Tanya steps outside on a day in fall.,seasons,fall,medium,cold,negative,fall,days,seasonss,0,1,seasons,fall days,seasons
61,speed,Josh wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,slow,negative,crockpot,methods of cooking,methods of cookwareing,0,1,cookware,crockpots,cookware
73,temperature_h,Sophie takes the first sip from a juice.,drinks,juice,medium,cold,negative,juice,liuids,drinks,0,1,drinks,juices,drinks
5,darkness,Jennifer is writing with a pencil and notices the color of the script.,scripts,pencil,low,light,positive,pencil,colors,pencils,1,0,pencil,pencils,scripts
74,temperature,Eric steps outside on a day in fall.,seasons,fall,medium,warm,positive,fall,days,seasonss,0,1,seasons,fall days,seasons
58,size,Kathleen is taking a walk and sees a great dane.,dogs,great dane,high,small,negative,great dane,danes,great danes,1,0,great dane,great danes,dogs
80,weight,John is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,light,negative,phone,illumination,phone,1,0,cell phone,cell phones,electronic devices
3,darkness,Julia is at a bakery and looks at the color of a cheesecake.,cakes,cheesecake,high,light,positive,cheesecake,illumination,cheesecake,1,0,cheesecake,cheesecakes,cakes
78,weight,Greg is at the zoo and watches an elephant being lifted.,animals,elephant,high,light,negative,elephant,illunation,elephant,1,0,elephant,elephants,animals
2,darkness,Laura bought a can of black paint and is testing it for the first time.,paint,black paint,low,light,positive,black,illunation,black,1,0,black paint,black paints,paint
5,darkness,William is writing with a pencil and notices the color of the script.,scripts,pencil,low,light,positive,pencil,illunation,pencil,1,0,pencil,pencils,scripts
83,weight,Michael is at a craft shop and picks up a piece of silk.,materials,silk,low,light,negative,silk,illunation,silk,1,0,silk,silks,materials
74,temperature,John steps outside on a day in winter.,seasons,winter,low,cold,negative,winter,days,seasonss,0,1,seasons,winter days,seasons
74,temperature,Veronica steps outside on a day in winter.,seasons,winter,low,cold,negative,winter,days,seasonss,0,1,seasons,winter days,seasons
58,size,Jasmine is taking a walk and sees a great dane.,dogs,great dane,high,big,positive,great dane,danes,great danes,1,0,great dane,great danes,dogs
77,temperature_h,Greg is at a restaurant and takes a taste of a smoothie.,food,smoothie,low,cold,negative,smoothie,drinks,dsmoothie,1,0,smoothie,smoothies,food
74,temperature,Stephanie steps outside on a day in winter.,seasons,winter,low,warm,positive,winter,cold days,cold seasonss,0,1,seasons,winter days,seasons
47,price,Maya is shopping for berries and looks at the price of raspberries.,berries,raspberries,medium,cheap,negative,raspberries,stores,raspberriess,1,1,raspberries,raspberries,berries
39,loudness_n,John is at a lake and hears the sound of a rowboat.,boats,rowboat,low,quiet,negative,rowboat,watercraft,boat,1,1,rowboat,rowboats,boats
61,speed,Lee wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,quick,positive,instant pot,cooking methods,cookwareing methods,0,1,cookware,instant pot,cookware
42,price,Eric is looking to rent a new place and checks out a house.,rentals,house,medium,expensive,positive,house,homes,houses,1,0,house,houses,rentals
80,weight,Jasmine is at an electronics store and picks up a laptop.,electronic devices,laptop,medium,light,negative,laptop,laptops of similar  type.,laptops of similar type,1,0,laptop,laptops,electronic devices
22,length_duration,Julia is at a friend's house and notices the size of her pet snake.,pets,snake,high,long,positive,snake,snakes of similar age and type.,snakes of similar age type,1,0,snake,snakes,pets
57,size,Stephen is shopping at an appliances store and looks at an oven.,appliances,oven,medium,small,negative,oven,ovens that are similar.,ovens similar,1,0,oven,ovens,appliances
79,weight,Greg lifts up an adult.,people,adult,high,light,negative,adult,adults of similar age.,adults of similar age,1,0,adult,adults,people
62,speed_f,Melinda sees a motorcycle on the highway.,vehicles,motorcycle,high,fast,positive,motorcycle,other similar kinds of motorcycles,similar kinds of motormotorcycle,1,0,motorcycle,motorcycles,vehicles
85,weight,Josh is at a grocery store and picks up a plum.,fruit,plum,low,heavy,positive,plum,similar plums,similar plums,1,0,plum,plums,fruit
61,speed,Eric wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,quick,positive,crockpot,ways of cooking,ways of cookwareing,0,1,cookware,crockpots,cookware
84,weight,Robert learns about the weight of a friend's new truck.,vehicles,truck,high,heavy,positive,truck,similar trucks,similar trucks,1,0,truck,trucks,vehicles
4,darkness,Tom steps outside during the dusk.,times of day,dusk,medium,dark,negative,dusk,times when it is dark,times of day of days dark,0,1,times of day,dusks,times of day
61,speed,Alexander wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,slow,negative,crockpot,methods of cooking,methods of cookwareing,0,1,cookware,crockpots,cookware
49,price,Jasmine is at a liquor store and wants to buy a bottle of top-shelf liquor.,alcoholic drinks,bottle of top-shelf liquor,high,cheap,negative,liquor,top shelf options,liquor,1,0,bottle of top-shelf liquor,liquors,alcoholic drinks
65,speed,Claire is taking a walk with a child.,people,child,medium,quick,positive,child,kids,childs,1,0,child,children,people
74,temperature,Maya steps outside on a day in summer.,seasons,summer,high,cold,negative,summer,days,seasonss,0,1,seasons,summer days,seasons
74,temperature,Josh steps outside on a day in summer.,seasons,summer,high,cold,negative,summer,days,seasonss,0,1,seasons,summer days,seasons
76,temperature_h,Charles is spending his Saturday at a sauna.,places,sauna,high,cold,negative,sauna,days,saunas,1,0,sauna,saunas,places
74,temperature,Kathleen steps outside on a day in winter.,seasons,winter,low,cold,negative,winter,days,seasonss,0,1,seasons,winter days,seasons
5,darkness,Mika is writing with a pen and notices the color of the script.,scripts,pen,medium,light,positive,pen,inks,pens,1,0,pen,pens,scripts
16,height,Kim is looking at a strip mall.,buildings,strip mall,low,tall,positive,strip mall,malls,strip malls,1,0,strip mall,strip malls,buildings
5,darkness,Eric is writing with a pencil and notices the color of the script.,scripts,pencil,low,light,positive,pencil,colors,pencils,1,0,pencil,pencils,scripts
5,darkness,Greg is writing with a pen and notices the color of the script.,scripts,pen,medium,dark,negative,pen,colors,pens,1,0,pen,pens,scripts
5,darkness,Michelle is writing with a pen and notices the color of the script.,scripts,pen,medium,light,positive,pen,ink,pen,1,0,pen,pens,scripts
74,temperature,Laura steps outside on a day in winter.,seasons,winter,low,warm,positive,winter,days,seasonss,0,1,seasons,winter days,seasons
74,temperature,Gary steps outside on a day in fall.,seasons,fall,medium,cold,negative,fall,days,seasonss,0,1,seasons,fall days,seasons
8,darkness,Eric is at a zoo and notices the fur color of a panther.,animals,panther,low,light,positive,panther,fur,panther,1,0,panther,panthers,animals
61,speed,Melinda wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,slow,negative,crockpot,cooking methods,cookwareing methods,0,1,cookware,crockpots,cookware
70,strength,Maya is painting and tries a new watercolor.,paints,watercolor,low,strong,positive,watercolor,colors,paints,0,1,paints,watercolors,paints
76,temperature_h,Michelle is spending her Saturday at a shopping mall.,places,shopping mall,medium,hot,positive,mall,days,malls,1,0,shopping mall,shopping malls,places
16,height,Michael is looking at a strip mall.,buildings,strip mall,low,tall,positive,strip mall,malls,strip malls,1,0,strip mall,strip malls,buildings
61,speed,Angela wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,frying pan,cooking methods,cookwareing methods,0,1,cookware,frying pans,cookware
58,size,Monica is taking a walk and sees a great dane.,dogs,great dane,high,small,negative,great dane,danes,great danes,1,0,great dane,great danes,dogs
7,darkness,Anthony takes a walk and notices the coat of a poodle.,dogs,poodle,high,light,positive,poodle,fur,poodle,1,0,poodle,poodles,dogs
76,temperature_h,Natalia is spending her Saturday at a sauna.,places,sauna,high,cold,negative,sauna,saturdays,satursaunas,1,0,sauna,saunas,places
66,speed_f,Monica is at an airport and sees a glider in the air.,aircrafts,glider,low,fast,positive,glider,planes,glider,1,0,glider,gliders,aircrafts
2,darkness,John bought a can of white paint and is testing it for the first time.,paint,white paint,high,dark,negative,white,colors,whites,1,0,white paint,white paints,paint
89,width,William is walking on a country lane.,roads,country lane,low,narrow,negative,country lane,lanes,country lanes,1,0,country lane,country lanes,roads
19,height,Alexander sees a basketball player.,people,basketball player,high,short,negative,basketball player,players,basketball players,1,0,basketball player,basketball players,people
7,darkness,Monica takes a walk and notices the coat of a poodle.,dogs,poodle,high,light,positive,poodle,colors,poodles,1,0,poodle,poodles,dogs
66,speed_f,Stephanie is at an airport and sees a glider in the air.,aircrafts,glider,low,fast,positive,glider,planes,glider,1,0,glider,gliders,aircrafts
19,height,Stephen sees a golfer.,people,golfer,medium,short,negative,golfer,players,golfers,1,0,golfer,golfers,people
19,height,Daniel sees a basketball player.,people,basketball player,high,short,negative,basketball player,players,basketball players,1,0,basketball player,basketball players,people
61,speed,Kim wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,frying pan,ways to cook,ways cookware,0,1,cookware,frying pans,cookware
68,strength,Kim is hearing about the rain shower that is heading towards them.,storms,rain shower,low,strong,positive,rain shower,showers,rain showers,1,0,rain shower,rain showers,storms
68,strength,David is hearing about the rain shower that is heading towards them.,storms,rain shower,low,strong,positive,rain shower,times that it rains,times rain rain showers,1,0,rain shower,rain showers,storms
61,speed,Jasmine wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,frying pan,methods of cooking,methods of cookwareing,0,1,cookware,frying pans,cookware
19,height,Maya sees a basketball player.,people,basketball player,high,short,negative,basketball player,baseket ball players,baseket ball basketball players,1,0,basketball player,basketball players,people
16,height,Tom is looking at a strip mall.,buildings,strip mall,low,short,negative,strip mall,malls.,strip malls,1,0,strip mall,strip malls,buildings
70,strength,Eric is painting and tries a new watercolor.,paints,watercolor,low,weak,negative,watercolor,colors,paints,0,1,paints,watercolors,paints
7,darkness,Greg takes a walk and notices the coat of a poodle.,dogs,poodle,high,light,positive,poodle,hair colors,hair poodles,1,0,poodle,poodles,dogs
62,speed_f,Natalia sees a motorcycle on the highway.,vehicles,motorcycle,high,slow,negative,motorcycle,motocycles on the highway,motomotorcycle highway,1,0,motorcycle,motorcycles,vehicles
61,speed,Jasmine wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,quick,positive,frying pan,cooking methods,cookwareing methods,0,1,cookware,frying pans,cookware
19,height,Kathleen sees a basketball player.,people,basketball player,high,short,negative,basketball player,Players,basketball players,1,0,basketball player,basketball players,people
88,width,Alexander is standing at the bank of a stream.,waterways,stream,medium,wide,positive,stream,bodies of water,waterways,0,1,waterways,streams,waterways
74,temperature,Monica steps outside on a day in summer.,seasons,summer,high,warm,positive,summer,days,seasonss,0,1,seasons,summer days,seasons
74,temperature,Lucas steps outside on a day in winter.,seasons,winter,low,warm,positive,winter,days,seasonss,0,1,seasons,winter days,seasons
61,speed,Natalia wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,quick,positive,instant pot,cooking devices,cookwareing devices,0,1,cookware,instant pot,cookware
61,speed,Tanya wants to cook dinner and considers using a crockpot.,cookware,crockpot,low,slow,negative,crockpot,cooking methods,cookwareing methods,0,1,cookware,crockpots,cookware
2,darkness,Claire bought a can of blue paint and is testing it for the first time.,paint,blue paint,medium,light,positive,blue,colors,blues,1,0,blue paint,blue paints,paint
41,price,Tom is at a decoration shop and looks at a statue made of platinum.,statues,platinum,high,expensive,positive,platinum,materials,statuess,0,1,statues,platinum statue,statues
79,weight,Alicia lifts up a kid.,people,kid,medium,heavy,positive,kid,children,kid,1,0,kid,kids,people
5,darkness,Lucas is writing with a pencil and notices the color of the script.,scripts,pencil,low,dark,negative,pencil,colors,pencils,1,0,pencil,pencils,scripts
