stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np,np_pl,superordinate.freq
69,strength,Kim is watching a golfer lift weights.,athletes,golfer,low,strong,positive,golfer,golfers,golfers,1,0,golfer,golfers,athletes
84,weight,Sophie learns about the weight of a friend's new bike.,vehicles,bike,low,light,negative,bike,bikes,bikes,1,0,bike,bikes,vehicles
66,speed_f,Alexander is at an airport and sees a plane in the air.,aircrafts,plane,high,fast,positive,plane,planes,planes,1,0,plane,planes,aircrafts
79,weight,Gary lifts up a baby.,people,baby,low,light,negative,baby,babies,baby,1,0,baby,babies,people
46,price,Cameron is clothing shopping and looks at a shirt.,clothes,shirt,low,expensive,positive,shirt,shirts,shirts,1,0,shirt,shirts,clothes
82,weight,Michael is walking outside and picks up a rock.,objects,rock,high,light,negative,rock,rocks,rocks,1,0,rock,rocks,objects
70,strength,Alexander is painting and tries a new wall paint.,paints,wall paint,medium,strong,positive,wall,paints,paints,0,1,paints,wall paints,paints
59,speed,Lucas is in the park and sees a runner.,people,runner,high,slow,negative,runner,runners,runners,1,0,runner,runners,people
71,strength,Eric is examining the walls of a friend's new mansion.,walls,mansion,high,weak,negative,mansion,walls,walls,0,1,walls,mansions,walls
72,temperature,Melinda takes the first bite of her ice cream.,food,ice cream,low,warm,positive,ice cream,ice creams,ice creams,1,0,ice cream,ice cream,food
49,price,Simon is at a liquor store and wants to buy a six-pack of beer.,alcoholic drinks,six-pack of beer,low,expensive,positive,beer,beers,beers,1,0,six-pack of beer,beers,alcoholic drinks
73,temperature_h,Charles takes the first sip from a milkshake.,drinks,milkshake,low,cold,negative,milkshake,milkshakes,milkshakes,1,0,milkshake,milkshakes,drinks
3,darkness,Kim is at a bakery and looks at the color of a cheesecake.,cakes,cheesecake,high,light,positive,cheesecake,cheesecakes,cheesecakes,1,1,cheesecake,cheesecakes,cakes
34,loudness_n,Julia is listening to a friend playing the guitar.,instruments,guitar,medium,loud,positive,guitar,guitars,guitars,1,0,guitar,guitars,instruments
2,darkness,Jasmine bought a can of black paint and is testing it for the first time.,paint,black paint,low,dark,negative,black,paints,paints,0,1,paint,black paints,paint
12,hardness,Sophie picks up a melon.,fruit,melon,high,soft,negative,melon,melons,melons,1,0,melon,melons,fruit
45,price,Jennifer wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,expensive,positive,metal,bracelets,bracelets,0,1,bracelets,metal bracelets,bracelets
78,weight,Josh is at the zoo and watches a fish being lifted.,animals,fish,low,heavy,positive,fish,fish,fish,1,0,fish,fish,animals
9,hardness,Angela is at a vegetable market and picks up a cucumber.,vegetables,cucumber,high,hard,positive,cucumber,cucumbers,cucumbers,1,0,cucumber,cucumbers,vegetables
44,price,Tom is shopping for spices and looks at saffron.,spices,saffron,high,cheap,negative,saffron,spices,spices,0,1,spices,saffron,spices
51,size,Kim is at a gardening store and looks at a flower.,plants,flower,low,small,negative,flower,flowers,flowers,1,0,flower,flowers,plants
39,loudness_n,Anthony is at a lake and hears the sound of a rowboat.,boats,rowboat,low,quiet,negative,rowboat,boats,boats,0,1,boats,rowboats,boats
20,height,Cameron is walking in a botanical garden and sees an alpine tree.,trees,alpine tree,medium,tall,positive,alpine,trees,trees,0,1,trees,alpine trees,trees
69,strength,Laura is watching a cyclist lift weights.,athletes,cyclist,medium,weak,negative,cyclist,cyclists,cyclists,1,0,cyclist,cyclists,athletes
37,loudness_n,Lee is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,loud,positive,tractor,tractors,tractors,1,0,tractor,tractors,vehicles
84,weight,Stephanie learns about the weight of a friend's new truck.,vehicles,truck,high,heavy,positive,truck,trucks,trucks,1,0,truck,trucks,vehicles
77,temperature_h,Monica is at a restaurant and takes a taste of a smoothie.,food,smoothie,low,cold,negative,smoothie,smoothies,smoothies,1,0,smoothie,smoothies,food
35,loudness,Tanya is in a room with an adult.,people,adult,low,loud,positive,adult,adults,adults,1,0,adult,adults,people
68,strength,Veronica is hearing about the rain shower that is heading towards them.,storms,rain shower,low,weak,negative,rain shower,rain showers,rain showers,1,0,rain shower,rain showers,storms
31,loudness_n,Natalia is at a friend's place and hears her pet fish.,pets,fish,low,loud,positive,fish,fish,fish,1,0,fish,fish,pets
43,price,Michael is shopping for shoes and looks at a pair of sneakers.,shoes,sneakers,medium,expensive,positive,sneakers,sneakers,sneakers,1,0,sneakers,sneakers,shoes
50,price,Maya is considering different places for dinner and looks at the menu of a Korean restaurant.,restaurants,Korean restaurant,medium,cheap,negative,korean,restaurants,restaurants,0,1,restaurants,korean restaurants,restaurants
27,length_duration,Michelle looks up information about an upcoming relay race.,races,relay race,medium,short,negative,relay,races,races,0,1,races,relay races,rallies
46,price,Greg is clothing shopping and looks at a suit.,clothes,suit,high,expensive,positive,suit,suits,suits,1,0,suit,suits,clothes
79,weight,David lifts up an adult.,people,adult,high,light,negative,adult,adults,adults,1,0,adult,adults,people
63,speed_f,Gabriel is travelling on his friend's new speedboat.,boats,speedboat,high,slow,negative,speedboat,speedboats,speedboats,1,1,speedboat,speedboats,boats
13,hardness,Kathleen is at a hardware store and picks up a piece of cotton.,materials,cotton,low,hard,positive,cotton,pieces of cotton,pieces of cotton,1,0,cotton,cottons,materials
82,weight,John is walking outside and picks up a stick.,objects,stick,medium,heavy,positive,stick,sticks,sticks,1,0,stick,sticks,objects
60,speed,Alicia is at the zoo and watches an elephant move.,animals,elephant,medium,slow,negative,elephant,elephants,elephants,1,0,elephant,elephants,animals
8,darkness,Stephanie is at a zoo and notices the fur color of a tiger.,animals,tiger,medium,light,positive,tiger,tigers,tigers,1,0,tiger,tigers,animals
48,price,Tom is at the butchershop and looks at a piece of steak.,meat,steak,high,cheap,negative,steak,steaks,steaks,1,0,steak,steaks,meat
80,weight,Gary is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,heavy,positive,phone,cell phones,cell phones,1,0,cell phone,cell phones,electronic devices
29,loudness,Jennifer is listening to a rock concert.,concerts,rock concert,high,quiet,negative,rock concert,concerts,concerts,0,1,concerts,rock concerts,concerts
30,loudness_n,William meets a friend at a conference center.,venue,conference center,medium,noisy,positive,conference center,conference centers,conference centers,1,0,conference center,conference centers,venues
2,darkness,Kathleen bought a can of white paint and is testing it for the first time.,paint,white paint,high,dark,negative,white,white paint,white paint,1,1,white paint,white paints,paint
35,loudness,Alicia is in a room with an adult.,people,adult,low,loud,positive,adult,people,people,0,1,people,adults,people
65,speed,Mika is taking a walk with a child.,people,child,medium,slow,negative,child,children,children,1,0,child,children,people
25,length_duration,Eric thinks about watching his favorite movie.,entertainment,movie,high,long,positive,movie,movies,movies,1,0,movie,movies,entertainment
50,price,Monica is considering different places for dinner and looks at the menu of a Korean restaurant.,restaurants,Korean restaurant,medium,cheap,negative,korean,restaurants,restaurants,0,1,restaurants,korean restaurants,restaurants
55,size,Greg is at an aquarium and sees a shark.,fish,shark,high,big,positive,shark,fish,fish,0,1,fish,sharks,fish
81,weight,Angela is helping a friend move and picks up their trash can.,furniture,trash can,low,light,negative,trash can,trash cans,trash cans,1,0,trash can,trash cans,furniture
1,darkness,Josh is going for a walk and notices the color of a seagull.,birds,seagull,high,dark,negative,seagull,birds,birds,0,1,birds,seagulls,birds
86,width,Sophie is in a forest and sees a fox den.,dens,fox den,medium,narrow,negative,fox,dens,dens,0,1,dens,fox dens,dens
21,length_duration,Michelle is at a pet store and notices the length of a chihuahua.,dogs,chihuahua,low,long,positive,chihuahua,chihuahuas,chihuahuas,1,0,chihuahua,chihuahuas,dogs
3,darkness,Kim is at a bakery and looks at the color of a chocolate cake.,cakes,chocolate cake,low,light,positive,chocolate,chocolate cakes,chocolate cakes,1,1,chocolate cake,chocolate cakes,cakes
23,length_duration,Charles thinks about reading his favorite poem.,readings,poem,low,long,positive,poem,poems,poems,1,0,poem,poems,readings
72,temperature,Laura takes the first bite of her soup.,food,soup,high,cold,negative,soup,soups,soups,1,0,soup,soups,food
13,hardness,Cameron is at a hardware store and picks up a piece of wood.,materials,wood,high,hard,positive,wood,wood,wood,1,0,wood,wood,materials
28,length_duration,Kim is considering listening to her favorite song.,audios,song,low,short,negative,song,songs,songs,1,0,song,songs,audios
53,size,Gabriel is looking in an insect terrarium and sees a moth.,insects,moth,medium,big,positive,moth,moths,moths,1,0,moth,moths,insects
79,weight,Claire lifts up a kid.,people,kid,medium,light,negative,kid,people,people,0,1,people,kids,people
9,hardness,Natalia is at a vegetable market and picks up a cucumber.,vegetables,cucumber,high,hard,positive,cucumber,vegetables,vegetables,0,1,vegetables,cucumbers,vegetables
43,price,John is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,cheap,negative,sandals,sandals,sandals,1,0,sandals,sandals,shoes
89,width,Tanya is walking on a country lane.,roads,country lane,low,wide,positive,country lane,country lanes,country lanes,1,0,country lane,country lanes,roads
28,length_duration,Stephanie is considering listening to her favorite opera.,audios,opera,high,short,negative,opera,operas,operas,1,0,opera,operas,audios
38,loudness,Michael is in a forest and hears a woodpecker.,birds,woodpecker,medium,loud,positive,woodpecker,birds,birds,0,1,birds,woodpeckers,birds
6,darkness,Greg is creating a flower bouquet and picks out a dahlia.,flowers,dahlia,low,dark,negative,dahlia,flowers,flowers,0,1,flowers,dahlias,flowers
16,height,Laura is looking at an apartment building.,buildings,apartment building,medium,short,negative,apartment building,buildings,buildings,0,1,buildings,apartment buildings,buildings
66,speed_f,Tom is at an airport and sees a helicopter in the air.,aircrafts,helicopter,medium,fast,positive,helicopter,helicopters,helicopters,1,0,helicopter,helicopters,aircrafts
57,size,Angela is shopping at an appliances store and looks at an oven.,appliances,oven,medium,small,negative,oven,ovens,ovens,1,0,oven,ovens,appliances
26,length_duration,Simon is looking at an alley on Google Maps.,roads,alley,low,long,positive,alley,alleys,alleys,1,0,alley,alleys,roads
85,weight,Maya is at a grocery store and picks up a plum.,fruit,plum,low,light,negative,plum,plums,plums,1,0,plum,plums,fruit
31,loudness_n,Sophie is at a friend's place and hears her pet cat.,pets,cat,medium,quiet,negative,cat,cat meows,cat meows,1,0,cat,cats,pets
44,price,Julia is shopping for spices and looks at garlic.,spices,garlic,medium,expensive,positive,garlic,spices,spices,0,1,spices,garlic,spices
27,length_duration,Monica looks up information about an upcoming triathlon race.,races,triathlon race,high,long,positive,triathlon,races,races,0,1,races,triathlon races,rallies
83,weight,Veronica is at a craft shop and picks up a piece of wool.,materials,wool,high,heavy,positive,wool,wool,wool,1,0,wool,wool,materials
12,hardness,Melinda picks up a melon.,fruit,melon,high,hard,positive,melon,melons,melons,1,0,melon,melons,fruit
41,price,Lucas is at a decoration shop and looks at a statue made of plastic.,statues,plastic,low,expensive,positive,plastic,statue,statue,0,1,statues,plastic statues,statues
40,loudness,Daniel wants to play music and tries out a bass guitar.,guitars,bass guitar,high,quiet,negative,bass,guitars,guitars,0,1,guitars,bass guitars,guitars
21,length_duration,Mika is at a pet store and notices the length of a chihuahua.,dogs,chihuahua,low,short,negative,chihuahua,dogs,dogs,0,1,dogs,chihuahuas,dogs
81,weight,Josh is helping a friend move and picks up their chair.,furniture,chair,medium,light,negative,chair,chairs,chairs,1,0,chair,chairs,furniture
64,speed,Anthony is at a friend's house and sees their pet turtle come towards them.,pets,turtle,low,slow,negative,turtle,turtles,turtles,1,0,turtle,turtles,pets
18,height,Robert is looking at a tulip.,flowers,tulip,medium,short,negative,tulip,flowers,flowers,0,1,flowers,tulips,flowers
88,width,Jasmine is standing at the bank of a creek.,waterways,creek,low,narrow,negative,creek,creeks,creeks,1,0,creek,creeks,waterways
7,darkness,Claire takes a walk and notices the coat of a pitbull.,dogs,pitbull,low,dark,negative,pitbull,dogs,dogs,0,1,dogs,pitbulls,dogs
10,hardness,Kim is eating a piece of chocolate.,candies,piece of chocolate,medium,hard,positive,chocolate,candy,candies,0,1,candies,chocolates,candies
76,temperature_h,Michelle is spending her Saturday at a sauna.,places,sauna,high,cold,negative,sauna,saunas,saunas,1,0,sauna,saunas,places
48,price,William is at the butchershop and looks at a piece of pork.,meat,pork,low,expensive,positive,pork,pork,pork,1,0,pork,pork,meat
35,loudness,Natalia is in a room with a teenager.,people,teenager,medium,quiet,negative,teenager,teens,teenager,1,0,teenager,teenagers,people
17,height,David sees a teenager.,people,teenager,medium,tall,positive,teenager,teenagers,teenagers,1,0,teenager,teenagers,people
55,size,Eric is at an aquarium and sees a shark.,fish,shark,high,small,negative,shark,sharks,sharks,1,0,shark,sharks,fish
14,hardness,Jennifer is in her bedroom and sits on a pillow.,furniture,pillow,low,hard,positive,pillow,pillows,pillows,1,0,pillow,pillows,furniture
4,darkness,Lee steps outside during the day.,times of day,day,high,light,positive,day,days,days,1,0,day,days,times of day
49,price,Stephen is at a liquor store and wants to buy a bottle of top-shelf liquor.,alcoholic drinks,bottle of top-shelf liquor,high,cheap,negative,liquor,liquor,liquor,1,0,bottle of top-shelf liquor,liquors,alcoholic drinks
71,strength,Alicia is examining the walls of a friend's new tent.,walls,tent,low,strong,positive,tent,tents,tents,1,0,tent,tents,walls
42,price,John is looking to rent a new place and checks out a house.,rentals,house,medium,expensive,positive,house,houses,houses,1,0,house,houses,rentals
63,speed_f,Tanya is travelling on her friend's new speedboat.,boats,speedboat,high,slow,negative,speedboat,boats,boats,0,1,boats,speedboats,boats
26,length_duration,Claire is looking at an alley on Google Maps.,roads,alley,low,long,positive,alley,alleys,alleys,1,0,alley,alleys,roads
83,weight,Laura is at a craft shop and picks up a piece of cotton.,materials,cotton,medium,light,negative,cotton,materials,materials,0,1,materials,cottons,materials
55,size,Kim is at an aquarium and sees a herring.,fish,herring,low,small,negative,herring,fish,fish,0,1,fish,herrings,fish
70,strength,Greg is painting and tries a new oil paint.,paints,oil paint,high,strong,positive,oil,oil paints,oil paints,1,1,oil paint,oil paints,paints
28,length_duration,Michelle is considering listening to her favorite song.,audios,song,low,short,negative,song,songs,songs,1,0,song,songs,audios
53,size,Simon is looking in an insect terrarium and sees an ant.,insects,ant,low,small,negative,ant,insects,insects,0,1,insects,ants,insects
34,loudness_n,Alicia is listening to a friend playing the horn.,instruments,horn,high,loud,positive,horn,instruments,instruments,0,1,instruments,horns,instruments
40,loudness,Anthony wants to play music and tries out an acoustic guitar.,guitars,acoustic guitar,medium,loud,positive,acoustic guitar,guitars,guitars,0,1,guitars,acoustic guitars,guitars
88,width,Maya is standing at the bank of a stream.,waterways,stream,medium,wide,positive,stream,streams,streams,1,0,stream,streams,waterways
51,size,David is at a gardening store and looks at a bush.,plants,bush,medium,small,negative,bush,bushes,bushes,1,0,bush,bushes,plants
86,width,Kathleen is in a forest and sees a fox den.,dens,fox den,medium,narrow,negative,fox,fox dens,fox dens,1,1,fox den,fox dens,dens
46,price,Melinda is clothing shopping and looks at a coat.,clothes,coat,medium,expensive,positive,coat,coats,coats,1,0,coat,coats,clothes
52,size,Tom is at the zoo and sees an elephant.,animals,elephant,high,big,positive,elephant,animals,animals,0,1,animals,elephants,animals
23,length_duration,Natalia thinks about reading her favorite story.,readings,story,medium,short,negative,story,stories,story,1,0,story,stories,readings
47,price,John is shopping for berries and looks at the price of strawberries.,berries,strawberries,low,expensive,positive,strawberries,berries,berries,0,1,berries,strawberries,berries
17,height,Kim sees an adult.,people,adult,high,short,negative,adult,adults,adults,1,0,adult,adults,people
2,darkness,William bought a can of black paint and is testing it for the first time.,paint,black paint,low,light,positive,black,paints,paints,0,1,paint,black paints,paint
69,strength,Jennifer is watching a wrestler lift weights.,athletes,wrestler,high,strong,positive,wrestler,wrestlers,wrestlers,1,0,wrestler,wrestlers,athletes
5,darkness,Lee is writing with a piece of chalk and notices the color of the script.,scripts,piece of chalk,high,dark,negative,chalk,chalks,chalks,1,0,piece of chalk,chalks,scripts
79,weight,Michael lifts up a kid.,people,kid,medium,light,negative,kid,kids,kids,1,0,kid,kids,people
32,loudness_n,Eric is spending his Saturday night at a library.,venues,library,low,quiet,negative,library,libraries,library,1,0,library,libraries,venues
85,weight,Veronica is at a grocery store and picks up a plum.,fruit,plum,low,light,negative,plum,plums,plums,1,0,plum,plums,fruit
66,speed_f,Robert is at an airport and sees a plane in the air.,aircrafts,plane,high,slow,negative,plane,planes,planes,1,0,plane,planes,aircrafts
68,strength,Angela is hearing about the thunderstorm that is heading towards them.,storms,thunderstorm,medium,strong,positive,thunderstorm,thunderstorms,thunderstorms,1,1,thunderstorm,thunderstorms,storms
59,speed,Julia is in the park and sees a walker.,people,walker,low,fast,positive,walker,walkers,walkers,1,0,walker,walkers,people
54,size,Josh is at a farmer's market and picks up a watermelon.,fruit,watermelon,high,small,negative,watermelon,watermelons,watermelons,1,0,watermelon,watermelons,fruit
63,speed_f,Tanya is travelling on her friend's new speedboat.,boats,speedboat,high,fast,positive,speedboat,boats,boats,0,1,boats,speedboats,boats
6,darkness,Stephen is creating a flower bouquet and picks out a rose.,flowers,rose,medium,dark,negative,rose,flowers,flowers,0,1,flowers,roses,flowers
88,width,Natalia is standing at the bank of a creek.,waterways,creek,low,wide,positive,creek,creeks,creeks,1,0,creek,creeks,waterways
22,length_duration,William is at a friend's house and notices the size of his pet snake.,pets,snake,high,short,negative,snake,snakes,snakes,1,0,snake,snakes,pets
50,price,Sophie is considering different places for dinner and looks at the menu of a Japanese restaurant.,restaurants,Japanese restaurant,high,expensive,positive,japanese,restaurants,restaurants,0,1,restaurants,japanese restaurants,restaurants
18,height,Julia is looking at a pansy.,flowers,pansy,low,tall,positive,pansy,flowers,flowers,0,1,flowers,pansies,flowers
57,size,Alicia is shopping at an appliances store and looks at a refrigerator.,appliances,refrigerator,high,big,positive,refrigerator,refrigerators,refrigerators,1,0,refrigerator,refrigerators,appliances
45,price,Monica wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,expensive,positive,metal,bracelets,bracelets,0,1,bracelets,metal bracelets,bracelets
73,temperature_h,Melinda takes the first sip from a coffee.,drinks,coffee,high,hot,positive,coffee,coffee she has drunk,coffeee drunk,1,0,coffee,coffee,drinks
52,size,Josh is at the zoo and sees a mouse.,animals,mouse,low,small,negative,mouse,animals at the zoo,animals zoo,0,1,animals,mice,animals
13,hardness,Daniel is at a hardware store and picks up a piece of plastic.,materials,plastic,medium,hard,positive,plastic,plastics,plastics,1,0,plastic,plastic,materials
30,loudness_n,Michelle meets a friend at a conference center.,venue,conference center,medium,noisy,positive,conference center,conference centers,conference centers,1,0,conference center,conference centers,venues
71,strength,Cameron is examining the walls of a friend's new mansion.,walls,mansion,high,weak,negative,mansion,walls in mansions,walls mansions,1,1,mansion,mansions,walls
19,height,Simon sees a golfer.,people,golfer,medium,tall,positive,golfer,golfers,golfers,1,0,golfer,golfers,people
3,darkness,Charles is at a bakery and looks at the color of a fruit cake.,cakes,fruit cake,medium,light,positive,fruit cake,fruit cakes,fruit cakes,1,1,fruit cake,fruit cakes,cakes
33,loudness_n,Gabriel is taking a walk in a park and hears the cry of a crow.,birds,crow,medium,quiet,negative,crow,birds,birds,0,1,birds,crows,birds
42,price,Robert is looking to rent a new place and checks out a villa.,rentals,villa,high,cheap,negative,villa,rentals,rentals,0,1,rentals,villas,rentals
10,hardness,Angela is eating a jolly rancher.,candies,jolly rancher,high,soft,negative,jolly rancher,candies,candies,0,1,candies,jollies,candies
21,length_duration,Maya is at a pet store and notices the length of a dachshund.,dogs,dachshund,high,short,negative,dachshund,dachshunds,dachshunds,1,0,dachshund,dachshunds,dogs
80,weight,Gary is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,heavy,positive,phone,cell phones,cell phones,1,0,cell phone,cell phones,electronic devices
68,strength,Kim is hearing about the rain shower that is heading towards them.,storms,rain shower,low,weak,negative,rain shower,rain showers,rain showers,1,0,rain shower,rain showers,storms
36,loudness_n,Alexander is planning to move and reads about a nearby village.,places,village,low,quiet,negative,village,villages,villages,1,0,village,villages,places
14,hardness,Tanya is in her bedroom and sits on a blanket.,furniture,blanket,medium,soft,negative,blanket,blankets,blankets,1,0,blanket,blankets,furniture
34,loudness_n,Jasmine is listening to a friend playing the harp.,instruments,harp,low,loud,positive,harp,harps,harps,1,0,harp,harps,instruments
9,hardness,Lee is at a vegetable market and picks up a mushroom.,vegetables,mushroom,low,soft,negative,mushroom,mushrooms,mushrooms,1,0,mushroom,mushrooms,vegetables
76,temperature_h,Anthony is spending his Saturday at a shopping mall.,places,shopping mall,medium,cold,negative,mall,shopping malls,shopping malls,1,0,shopping mall,shopping malls,places
55,size,Lucas is at an aquarium and sees a shark.,fish,shark,high,small,negative,shark,sharks,sharks,1,0,shark,sharks,fish
23,length_duration,Michael thinks about reading his favorite novel.,readings,novel,high,long,positive,novel,novels,novels,1,0,novel,novels,readings
32,loudness_n,Stephanie is spending her Saturday night at a library.,venues,library,low,noisy,positive,library,libraries,library,1,0,library,libraries,venues
1,darkness,Greg is going for a walk and notices the color of a parrot.,birds,parrot,medium,light,positive,parrot,colors of parrots,colors of parrots,1,0,parrot,parrots,birds
77,temperature_h,David is at a restaurant and takes a taste of a muffin.,food,muffin,medium,cold,negative,muffin,muffins,muffins,1,0,muffin,muffins,food
4,darkness,Mika steps outside during the dusk.,times of day,dusk,medium,dark,negative,dusk,dusks,dusks,1,0,dusk,dusks,times of day
82,weight,Tom is walking outside and picks up a rock.,objects,rock,high,heavy,positive,rock,rocks,rocks,1,0,rock,rocks,objects
54,size,Claire is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,big,positive,kumquat,kumquats,kumquats,1,0,kumquat,kumquats,fruit
46,price,Mika is clothing shopping and looks at a shirt.,clothes,shirt,low,cheap,negative,shirt,shirts,shirts,1,0,shirt,shirts,clothes
44,price,Simon is shopping for spices and looks at salt.,spices,salt,low,expensive,positive,salt,salt,salt,1,0,salt,salts,spices
83,weight,Jasmine is at a craft shop and picks up a piece of cotton.,materials,cotton,medium,light,negative,cotton,pieces of cotton,pieces of cotton,1,0,cotton,cottons,materials
28,length_duration,Lucas is considering listening to his favorite opera.,audios,opera,high,short,negative,opera,operas,operas,1,0,opera,operas,audios
9,hardness,Angela is at a vegetable market and picks up a tomato.,vegetables,tomato,medium,hard,positive,tomato,tomatoes,tomatoes,1,0,tomato,tomatoes,vegetables
69,strength,Monica is watching a wrestler lift weights.,athletes,wrestler,high,strong,positive,wrestler,wrestlers,wrestlers,1,0,wrestler,wrestlers,athletes
39,loudness_n,Tom is at a lake and hears the sound of a powerboat.,boats,powerboat,high,quiet,negative,powerboat,powerboats,powerboats,1,1,powerboat,powerboats,boats
89,width,Kathleen is walking on a street.,roads,street,medium,narrow,negative,street,streets,streets,1,0,street,streets,roads
48,price,Claire is at the butchershop and looks at a piece of steak.,meat,steak,high,cheap,negative,steak,steaks,steaks,1,0,steak,steaks,meat
78,weight,Sophie is at the zoo and watches an elephant being lifted.,animals,elephant,high,heavy,positive,elephant,animals,animals,0,1,animals,elephants,animals
27,length_duration,Veronica looks up information about an upcoming triathlon race.,races,triathlon race,high,long,positive,triathlon,races,races,0,1,races,triathlon races,rallies
54,size,Charles is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,small,negative,kumquat,kumquats,kumquats,1,0,kumquat,kumquats,fruit
76,temperature_h,Josh is spending his Saturday at a sauna.,places,sauna,high,cold,negative,sauna,saunas,saunas,1,0,sauna,saunas,places
35,loudness,John is in a room with an adult.,people,adult,low,loud,positive,adult,people,people,0,1,people,adults,people
85,weight,David is at a grocery store and picks up a orange.,fruit,orange,medium,heavy,positive,orange,oranges,oranges,1,0,orange,oranges,fruit
70,strength,Jennifer is painting and tries a new watercolor.,paints,watercolor,low,weak,negative,watercolor,watercolors,watercolors,1,0,watercolor,watercolors,paints
22,length_duration,Eric is at a friend's house and notices the size of his pet hamster.,pets,hamster,medium,short,negative,hamster,hamsters,hamsters,1,0,hamster,hamsters,pets
34,loudness_n,Greg is listening to a friend playing the harp.,instruments,harp,low,loud,positive,harp,instruments,instruments,0,1,instruments,harps,instruments
67,strength,Daniel watches a teenager lift up a box.,people,teenager,medium,weak,negative,teenager,people,people,0,1,people,teenagers,people
63,speed_f,Michael is travelling on his friend's new sailboat.,boats,sailboat,medium,slow,negative,sailboat,boats,boats,0,1,boats,sailboats,boats
59,speed,Natalia is in the park and sees a walker.,people,walker,low,slow,negative,walker,people,people,0,1,people,walkers,people
52,size,Cameron is at the zoo and sees an elephant.,animals,elephant,high,small,negative,elephant,elephants,elephants,1,0,elephant,elephants,animals
25,length_duration,Stephen thinks about watching his favorite movie.,entertainment,movie,high,long,positive,movie,movies,movies,1,0,movie,movies,entertainment
6,darkness,Kim is creating a flower bouquet and picks out a rose.,flowers,rose,medium,light,positive,rose,roses,roses,1,0,rose,roses,flowers
10,hardness,William is eating a jolly rancher.,candies,jolly rancher,high,hard,positive,jolly rancher,candy,candies,0,1,candies,jollies,candies
80,weight,Gabriel is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,heavy,positive,phone,cell phones,cell phones,1,0,cell phone,cell phones,electronic devices
15,height,Maya is at a zoo and looks at a giraffe.,animals,giraffe,high,tall,positive,giraffe,animals,animals,0,1,animals,giraffes,animals
26,length_duration,Stephanie is looking at a highway on Google Maps.,roads,highway,high,short,negative,highway,roads,roads,0,1,roads,highways,roads
1,darkness,Julia is going for a walk and notices the color of a parrot.,birds,parrot,medium,dark,negative,parrot,parrots,parrots,1,0,parrot,parrots,birds
21,length_duration,Tanya is at a pet store and notices the length of a chihuahua.,dogs,chihuahua,low,long,positive,chihuahua,dogs,dogs,0,1,dogs,chihuahuas,dogs
58,size,Gary is taking a walk and sees a poodle.,dogs,poodle,medium,big,positive,poodle,dogs,dogs,0,1,dogs,poodles,dogs
68,strength,Daniel is hearing about the thunderstorm that is heading towards them.,storms,thunderstorm,medium,weak,negative,thunderstorm,thunderstorms,thunderstorms,1,1,thunderstorm,thunderstorms,storms
53,size,Kim is looking in an insect terrarium and sees an ant.,insects,ant,low,small,negative,ant,insects,insects,0,1,insects,ants,insects
48,price,Kathleen is at the butchershop and looks at a piece of chicken.,meat,chicken,medium,cheap,negative,chicken,pieces of meat,pieces of meat,0,1,meat,chicken,meat
80,weight,William is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,heavy,positive,phone,cell phones,cell phones,1,0,cell phone,cell phones,electronic devices
87,width,Laura is driving on a downtown street.,roads,downtown street,medium,wide,positive,downtown,streets downtown,streets downtown,1,0,downtown street,downtown streets,roads
58,size,Lucas is taking a walk and sees a great dane.,dogs,great dane,high,big,positive,great dane,dogs,dogs,0,1,dogs,great danes,dogs
49,price,Gary is at a liquor store and wants to buy a bottle of top-shelf liquor.,alcoholic drinks,bottle of top-shelf liquor,high,cheap,negative,liquor,top shelf liquor,top shelf liquor,1,0,bottle of top-shelf liquor,liquors,alcoholic drinks
27,length_duration,Kim looks up information about an upcoming triathlon race.,races,triathlon race,high,long,positive,triathlon,races,races,0,1,races,triathlon races,rallies
8,darkness,Lee is at a zoo and notices the fur color of a tiger.,animals,tiger,medium,light,positive,tiger,tigers fur,tigers fur,1,0,tiger,tigers,animals
42,price,Cameron is looking to rent a new place and checks out an apartment.,rentals,apartment,low,cheap,negative,apartment,apartments,apartments,1,0,apartment,apartments,rentals
34,loudness_n,Gabriel is listening to a friend playing the horn.,instruments,horn,high,quiet,negative,horn,musical instruments,musical instruments,0,1,instruments,horns,instruments
86,width,Sophie is in a forest and sees a fox den.,dens,fox den,medium,narrow,negative,fox,fox dens,fox dens,1,1,fox den,fox dens,dens
20,height,Anthony is walking in a botanical garden and sees a bonsai tree.,trees,bonsai tree,low,tall,positive,bonsai,bonsai trees,bonsai trees,1,1,bonsai tree,bonsai trees,trees
1,darkness,Julia is going for a walk and notices the color of a parrot.,birds,parrot,medium,light,positive,parrot,birds,birds,0,1,birds,parrots,birds
